year,month,local_avg_temp_C,local_avg_humidity,local_avg_wind_speed,LandAverageTemperature,LandMaxTemperature,LandMinTemperature,disease_class
2013,4,23.191667,83.083333,0.833333,9.044,15.084,3.055,5.0
2013,4,23.191667,83.083333,0.833333,9.044,15.084,3.055,1.0
2013,4,23.191667,83.083333,0.833333,9.044,15.084,3.055,1.0
2013,4,23.191667,83.083333,0.833333,9.044,15.084,3.055,1.0
2013,4,23.191667,83.083333,0.833333,9.044,15.084,3.055,8.0
2013,4,23.191667,83.083333,0.833333,9.044,15.084,3.055,1.0
2013,4,23.191667,83.083333,0.833333,9.044,15.084,3.055,1.0
2013,4,23.191667,83.083333,0.833333,9.044,15.084,3.055,1.0
2013,4,23.191667,83.083333,0.833333,9.044,15.084,3.055,1.0
2013,4,23.191667,83.083333,0.833333,9.044,15.084,3.055,1.0
2013,4,23.191667,83.083333,0.833333,9.044,15.084,3.055,1.0
2013,4,23.191667,83.083333,0.833333,9.044,15.084,3.055,5.0
2013,4,23.191667,83.083333,0.833333,9.044,15.084,3.055,5.0
2013,4,23.191667,83.083333,0.833333,9.044,15.084,3.055,1.0
2013,4,23.191667,83.083333,0.833333,9.044,15.084,3.055,5.0
2013,4,23.191667,83.083333,0.833333,9.044,15.084,3.055,1.0
2013,4,23.191667,83.083333,0.833333,9.044,15.084,3.055,5.0
2013,4,23.191667,83.083333,0.833333,9.044,15.084,3.055,5.0
2013,4,23.191667,83.083333,0.833333,9.044,15.084,3.055,1.0
2013,4,23.191667,83.083333,0.833333,9.044,15.084,3.055,1.0
2013,4,23.191667,83.083333,0.833333,9.044,15.084,3.055,1.0
2013,4,23.191667,83.083333,0.833333,9.044,15.084,3.055,1.0
2013,4,23.191667,83.083333,0.833333,9.044,15.084,3.055,8.0
2013,4,23.191667,83.083333,0.833333,9.044,15.084,3.055,8.0
2013,4,23.191667,83.083333,0.833333,9.044,15.084,3.055,1.0
2013,4,23.191667,83.083333,0.833333,9.044,15.084,3.055,5.0
2013,4,23.191667,83.083333,0.833333,9.044,15.084,3.055,1.0
2013,4,23.191667,83.083333,0.833333,9.044,15.084,3.055,1.0
2013,4,23.191667,83.083333,0.833333,9.044,15.084,3.055,1.0
2013,4,23.191667,83.083333,0.833333,9.044,15.084,3.055,1.0
2013,4,23.191667,83.083333,0.833333,9.044,15.084,3.055,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,5.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,5.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,5.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,5.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,5.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,5.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,5.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,8.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,8.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,2.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,5.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,5.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,5.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,5.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,5.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,5.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,5.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,5.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,8.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,5.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,5.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,1.0
2013,5,20.0875,82.416667,1.175,12.195,18.107000000000006,6.263,8.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,5.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,8.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,5.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,5.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,5.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,5.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,8.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,5.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,5.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,8.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,8.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,5.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,5.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,5.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,5.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,8.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,8.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,5.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,5.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,5.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,8.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,5.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,5.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,5.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,5.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,5.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,6,19.629167,84.541667,1.066667,14.568,20.44,8.685,1.0
2013,7,21.591667,82.458333,1.220833,15.003,20.737,9.33,1.0
2013,7,21.591667,82.458333,1.220833,15.003,20.737,9.33,1.0
2013,7,21.591667,82.458333,1.220833,15.003,20.737,9.33,1.0
2013,7,21.591667,82.458333,1.220833,15.003,20.737,9.33,1.0
2013,7,21.591667,82.458333,1.220833,15.003,20.737,9.33,1.0
2013,7,21.591667,82.458333,1.220833,15.003,20.737,9.33,1.0
2013,7,21.591667,82.458333,1.220833,15.003,20.737,9.33,5.0
2013,7,21.591667,82.458333,1.220833,15.003,20.737,9.33,5.0
2013,7,21.591667,82.458333,1.220833,15.003,20.737,9.33,1.0
2013,7,21.591667,82.458333,1.220833,15.003,20.737,9.33,1.0
2013,7,21.591667,82.458333,1.220833,15.003,20.737,9.33,8.0
2013,7,21.591667,82.458333,1.220833,15.003,20.737,9.33,8.0
2013,7,21.591667,82.458333,1.220833,15.003,20.737,9.33,1.0
2013,7,21.591667,82.458333,1.220833,15.003,20.737,9.33,1.0
2013,7,21.591667,82.458333,1.220833,15.003,20.737,9.33,1.0
2013,7,21.591667,82.458333,1.220833,15.003,20.737,9.33,5.0
2013,7,21.591667,82.458333,1.220833,15.003,20.737,9.33,1.0
2013,7,21.591667,82.458333,1.220833,15.003,20.737,9.33,1.0
2013,7,21.591667,82.458333,1.220833,15.003,20.737,9.33,5.0
2013,7,21.591667,82.458333,1.220833,15.003,20.737,9.33,1.0
2013,7,21.591667,82.458333,1.220833,15.003,20.737,9.33,1.0
2013,7,21.591667,82.458333,1.220833,15.003,20.737,9.33,1.0
2013,7,21.591667,82.458333,1.220833,15.003,20.737,9.33,1.0
2013,7,21.591667,82.458333,1.220833,15.003,20.737,9.33,1.0
2013,7,21.591667,82.458333,1.220833,15.003,20.737,9.33,8.0
2013,7,21.591667,82.458333,1.220833,15.003,20.737,9.33,8.0
2013,7,21.591667,82.458333,1.220833,15.003,20.737,9.33,1.0
2013,7,21.591667,82.458333,1.220833,15.003,20.737,9.33,1.0
2013,7,21.591667,82.458333,1.220833,15.003,20.737,9.33,1.0
